'conectar'|tupachiy
difundir|uyaychay
difunto|aya
difícil|ch'ama; sasa; trawahu
difícil a tragar|qulu
digerir energía pesada|hucha mikhuy
digital|ruk'anaqpa; ruk'aqta
dignidad|llump'ay
dignidad de sumo grado|qullana
dignificar|llumpaychay
digno|llump'a; llump'aq; llumpaq; kamani
digno de amor o de comprensión|khuyana
digno de probar|llamina
dilatación|unay
dilatado|kimra
dilatar|phanllichiy; hunyaschiy; hatunyachiy
dilatar el tiempo|unay
diligente|k'uchi; ch'iti
diluido|chulluchasqa
diluir|yakuyachiy; chulluy
diluirse|unuyay
diminuto|ch'ilikuti
dimisión|kacharpaya; kacharpari
dinero|rantina qulqi; qulqi; qullqi; q'illay
dinero (plata)|q'illay
dinero oculto|paka
dintel|punkukirma
dinámico|k'uchi
dios|willka; Pachakamaq; pachakamaq; Dyus; Yus; kamaq; apu
dios creador|Pachakamaq; pachakamaq
dios de la divinidad|wak'a
dios de las sementeras en la antigüedad incaica|llallawa
dios de los rayos, trueno y relampago|illapu; illapa; illa
dios del antiguo Waruchiri reconocido y venerado por los Inkas|Maqawis
dios del terremoto en Waruchiri|pacha kuyuchiq
dios divino|Wiraquchi; Wiraqucha
dios menor en la teogonía incaica|willka
dios montano|apu
dios superior invisible|Wiraquchi; Wiraqucha
dique|diki; riparu
dirección|puririy; kuska
dirección de la puesta del sol|kunti; qunti
dirección meridional|urin; ura
directo|chiqa; siwk; chiqan
director|qullana
director de orquesta|tusuchiq; takita huqariq
directora|qullana
dirigente|awki; pusaq; uma
dirigir|pusay; sikllay
dirigir la danza|tusuchiy
dirigirse|chaymuy; chayamuy
diríamos|nisunman
discernido|unanchasqa
discernir|unanchay
disciplina|allikayaku
disco|qalla
discordia|ch'aqwa; chaqwa
discriminación|chiqnina
disculpar|qispichiy; qhispichiy; panpachay; pampachay
discurrir|t'ukuy
discusión|ayñanaku
discutir|rimanakuy; ch'aqway; siminakuy; ayñanakuy; diskutiy
discutir (riñendo)|parlanakuy
discípulo|yachaqaq; yachakuq; yachakaq
disdainful|q'illiskiri
diseminar|t'akay
disentería|yawarq'icha; yawar q'icha
diseñador|qillqaq; qilqaq
diseñador,a|siq'iq; t'iktuq; rikwiq; sikwiq
diseñar|siq'iy; rikwiy; t'iktutay
diseñar un tejido|pallay
diseño|siq'i; rikwi; t'iktuta
diseño de cernícalo|k'illi-k'illi; k'illi wara; k'illa wara
diseño de ojos en orilla tubular|ñawi awapa
diseño del tejido|pallay
disfagia|sasa millp'uy
disfonía|ch'aka kay
disfraz|pantachina
disfrazarse|tukuy
disfrutar|kusikuy
disfrutar de|achiy
disgracia|llaki
disimular|tukuy
disimular y ocultar con engaños o mentiras|llullapay
dislalia|akllu
dislocar|q'iwiy
dismenorrea|sasa k'ikuy
disminorrea|sasa k'ikuy
disminución|hiwi; waywa; hipiya; chhikaya; pisiya
disminuir|waywachiy; yawyachiy; huch'uychay; yawyachiy; pisichay; hurq'uy; hurquy; huyqhuy; urqhuy; huch'uyyay; pisiyachiy; huch'uyyachiy
disminuirse|yawyay; pisiyay
disminuirse el espesor|llapsayay
disnea|sasa samay
disnia|sasa samay
disolver|yakuyachiy; chulluy; chulluchiy
disolverse|chulluy; unuyay
dispar|ch'ullachulla
disparaging|q'illiskiri
disparar|t'uqllachiy; kachaykuy; illapay
disparar el arco|wach'iy
disparar una flecha|t'iwkay
disparatar|thawtiy
disparate|disparati; mat'u
disparejo|chaku
disparo|illap'a
dispensar|quy
dispersar|ch'iqirichiy; ch'iqiy
dispersarse|ch'iqiriy; hayt'arikuy; hayt'arakuy
disperso|ch'iqi
displicente|q'ayma sunqu
disponer|kamachiy; kamariy; kamay
disposición (ánimo)|sunqu; sunq'u
dispuesto|kamarisqa
disputar|tinkuy; tapunakuy; siminakuy; mast'aray; qhichunakuy
disputarse una cosa entre dos o más personas|qhichunakuy
disputo|taripanakuy
distancia|chaynin; karu kaynin; karuynin
distanciar|t'aqay; karunchay
distanciarse|karunchaykuy
distante|wak; waq; karu unay; karu
distar|karu kay
distinguir|rikuy; rikhuy; sapaqchay
distintivo|unancha
distinto|huk hina; huqninraq; wak; waq
distraerse|tunay
distraídamente|yanqalla
distraído|champi; chanpi; yanqa
distribución de tierras que sobraban entre los pobres y sembraban en forma comunitaria en las tierras baldías (cada año en julio, en el tiempo Inka)|chakra qunakuy
distribuir|waqiy; rak'iy; rakiy; chikichay; aypuy; qaray; phakmay
distribuir porciones pequeñas con el cucharón|t'aqay
distrito|suyu; kiti; k'iti; kita
disturbar|frigay
disyunción|t'aqanakuy
disímil|ch'ulla
diversidad|ñawra
diversidad de colores de plumas, flores o plumajes|pawqarkuna
diversión|q'uchu
divertir|q'uturichiy
divertirse|q'uchukuy; tunay; hawkay; q'uchurikuy; t'ikariy; kusikuy
dividendo|patmana
dividir|patmay; rak'iy; rakiy; ch'iqtay; chiqtay; ch'iktay; t'ipiy; p'itiy; t'aqay; phakmay; k'utuy
dividir cereales en pequeños trozos para los polluelos|t'ikichiy
dividir cosas en partes iguales|khuskanchay
dividir en dos|chawpiyachiy
dividir en dos partes|khuskanchay
dividir entre cien|pachakchay
dividir las tierras para su distribución|suyuy
dividirse|p'itikuy
dividirse o bifurcarse|p'allqay
divieso|ch'upu; chupu
divieso en el pie|tanapa
divinidad|awki
divinidad andina|Pachakamaq; pachakamaq; Pachamama; Pacha mama
divinidad de la naturaleza|apu
divinidad incaica que representaba a la tierra|Pachamama; Pacha mama
divinidad que adoraban los pueblos costaneros del perú|Mamaqucha; Mama Qucha
división|patmaku; t'ipi; t'aqa; ch'iqta; rak'iku; k'utu; rak'iy
división y nombres de las chacras (en la agricultura incáica)|runku
divisor|patmachiq
divisorio,a|patmachina; patmachinapaq llalliq
divorciado|t'akasqa
divorciar|taqakuy; t'aqakuy; t'aqanakuy
divorcio|apaykupuy
divulgar|willay; willakuy
divulgarse|ch'iqiriy
diálogo|rimanakuy; rimay
diámetro|raqtha
doblado|wiksu; tapara
dobladura|q'impin; taparan; pataran; patara
doblar|huknay; taparaykuy; iskachay; iskaychay; sukuy; pataray; taparay
doblar ropas|pataray; taparay
doblar una tela o ropa|q'inpiy
doble|t'ata; tara; iskay kuti; phatu; rakhta; rathka
doblegar|q'iwiy
doblez|patara
doce|chunka iskayniyuq
docena|chunka iskay huña
doctor|amawt'a; amawta; hamawt'a
doctora|amawt'a; amawta; hamawt'a
doctrina|yachachiy
doctrina y promesas|Yachachiykunawan Tratukunawan
doctrinas|ñawpa kawsay
documento|qilqarima; qillqarima
dodecaedro|chunka iskayniyuq uya; chunka iskayniyuq uyayuq p'unlu
dolencia|nanay
doler|nanay
doler los dientes|khipiy
doler una herida infectada|t'aqay
dolido|nanasqa
dolor|nanay; llaki
dolor de corazón|sunqu nanay
dolor de diente o muela|kiru nanay
dolor de dientes|kiru nanay; khipiy; khipi
dolor de estómago|wiksa nanay
dolor de hueso|t'aqay
dolor de muela|kiru nanay
dolor de muelas|kiru k'ama; kiru nanay; khipiy; khipi
dolor de riñones|wasa rurun nanay
dolor de talón|tanapa
doloroso|nanaq; k'araq
domar|mansay
domesticado|uywa
domesticar|runaman k'askachiy; llanp'uyachiy; uyway; k'askachiy
dominar|apaykachay; kamay
dominar una voz a las demás|pampay; p'ampay; p'anpay
domingo|dumingu; intichaw; intichay; samarina p'unchay
dominio|atiy
doméstico|uywa
don|tata; tayta; tiyu; wiraquchi; wiraqucha
donador|haywariq
donadora|haywariq
donaire|k'acha
donar|quy
doncella|llump'a; taski; llump'aq; llumpaq; ñust'a
donde|maypin; maypi
donde se cuelga algo|warkhuna
dondequiera|mayllapipis; maypipas; mayninpi
doquier|mayllapipis
dorado|paru
dorado (color del oro)|paqu; p'aqu
dorar|p'aquyachiy; paruyachiy
dorarse|p'aquyay
dormilón|puñuy ch'utu; puñuysapa; puñu siki
dormir|puñuy; samay
dormir abrazados|uqllanakuy
dormir solo con un ojo|pata patalla puñuy
dormirse|puñukapuy; puñukuy
dormirse (miembro)|susunk'iyaykuy
dormitar|thasay; puñurayay; k'aywiy; puñunayay
dormitorio|puñuna wasi
dorsales|qhasqu wasa tullukuna
dorso|wasa
dos|huk hukwan ima; iskay
dos cosas gemelas|t'ara
dos cosas iguales|atillcha purantin; atillcha matintin
dos cosas pareadas|k'inti
dos cosas que debiendo estar separadas aparecen unidas|parqa
dos días pasado mañana|machu minchha
dos o más cosas unidas|t'inkisqa
dos o tres dobleces|iskay kimsa patara
dos peniques|phisu
dos separadores que tienen tiesa la urdimbre en el telar horizontal|awa k'aspikuna
dos tiras muy estrechas al remate de trama juntos a la "boca" (dientes)|kiru
dos veces|iskay kuti
doscientos|iskaypachak
dotado de cinta|pillkusqa
dotar de cinta|pillkuy
doz veces dos (cuatro)|iskay kuti iskay
doña|tiya
drama quechua sobre los amores del general Ullanta y Kusi Quyllur, hija del Inka Pachakuti|Apu Ullantay
drenar|chumay
drenar pus|q'iyanayay; q'iyay
dual|puraqka
dualidad|puraqta kay
dubitar|iskaychakuy
ducho|atuq
duda|tunki
dudar|tunkiy; iskayay; iskaychakuy; iskayrayay
duende|kuku; iqiqu; supay; anchanchu
dueña de casa|wasiyuq
dueño|dwiñu; qhapaq; kamaq
dueño de|-yuq
dueño de casa|wasiyuq
dueño de chacras|chakrayuq
dueño de cuidar|kamayuq
dulce|misk'i; añaka; ñukñu
dulce que sirve para chupar|ch'unqana
dulcificar|misk'ichay; misk'iyachiy
duodecimal|chunka iskayñiqi
duodeno|muyukin; muyuqin
duodécimo,a|chunka iskayñiqi
duplicación|iskaycha
duplicado|iskaychasqa; iskayasqa
duplicar|iskaychay; iskaymit'achay; iskachay
duplo|iskaychasqa; iskay mit'asqa
durante el camino|ñannintinpi
durante un rato continuo|unaypi
durar mucho tejendo|awarayay
durasno|lurasnu; durasnu
durazno|lurasnu; durasnu
durazno de mal gusto|siwa
durazno deshidratado|muquchinchi
dureza|sinchi kay
duro|sinchi; anaq; k'uku; thuru; ch'ila; qaqa; chuchu; chuki; chukru; chuqru; ch'ukru
duro (alimento)|chukru; chuqru; ch'ukru
duro (trabajo)|trawahu
duro a cocinar|alqu aycha
duro como la piedra|rumiyasqa
duro y secado (como pan)|chukru; chuqru; ch'ukru
débil|llawch'i; tullu; pisi kallpa; llaychi; chullchu; kallpannaq; ch'uchali; tiwli; unphu; irk'i; irqi; hirq'i; irqhi; irq'i; q'iwa; liwi
débil de carácter|huch'uysunqu
década|chunkawata
décima|chunkach'iqta
décimo|chunkañiqi; chunka ñiqi; chunkaqi
décimo,a|chunkañiqi; chunka ñiqi; chunkaqi
déme algo que beber|ufyayta q'uway; ukyayta q'uway; suq'uyta q'uway
déme algo que comer|mikhunata q'uway
día|p'unchay; p'unchaw; diya
día antes de ayer|qanimpa; qaninpa; qaynimpa
día de descanso|qasi p'unchay; samarina p'unchay
día de descanso o fiesta|samay p'unchay
día de fiesta|hatun p'unchay; raymi p'unchay
día del juicio final|Taripay P'unchay
día festivo|samay p'unchay
día por día|p'unchaynintin
día solar|p'unchay; p'unchaw
día y noche|tutap'unchay
días atrás|qanimpa; qaninpa; qaynimpa
dícese de la papa enferma|siwa
dícese del terreno fertilizado mediante siembra de papilonáceas|puruma
dígito|ruk'achi huchha
dínamo|kuyukallpa qallwa
dócil|uyakuq
dúrame mucho el vestido|unaytan p'achay mawk'an
e|ima; -wan
ebriedad|macha; machay
ebrio|machasqa
ebullición|t'impuy
ebullir|t'impuy; t'inpuy
echado|winkusqamanta; hich'asqa
echado de agua|unuchasqa
echar|hich'ay; chanqay; ch'anqay; qarquy; qharquy; wich'uy; wikch'uy; wisch'uy; wischuy; lluqsichiy
echar (en una dirección exacta)|chanqay; ch'anqay
echar (sin dirección exacta)|aquy; wich'uy; wikch'uy; wisch'uy; wischuy
echar (un líquido)|hich'ay; hillp'uy
echar a perder|waqlliy; churarayay
echar abajo|thunichiy; thuñichiy; wikapay; maray
echar adentro|winay
echar afuera|qarquy; qharquy
echar agua|qhalliy; qhallay
echar algo con fuerza|ch'aqiy
echar baba|llawsay
echar botones|phutuy
echar brotes|phanchiy
echar cairel a la ropa|kunpay; kumpay
echar chuwi en el juego|puqchiy
echar con violencia un líquido|qhalliy; qhallay
echar de menos|watukuy
echar en cara|uyanchay
echar en remojo ropa o comidas duras|tullpuy
echar en todas las direcciones|chuqarayay
echar espuma una cosa|phusuquy
echar fuera (cosas desgastadas)|kachaykuy
echar gajos|k'allmay; k'allmachakuy
echar gajos o ramas|k'allmay
echar humo|q'usñiy; q'usñikipay
echar humo a una persona que está con mal aire o a la casa, a fin de alejar la saladera y los malos espíritus|q'usñichiy
echar la culpa|tumpay; tunpay
echar la soga a un carnero entre muchos|waskhaykuy
echar lazo|waskhay; waskhaykuy
echar llamas|rawray; ñawray; lawray; larway; yawray
echar líquido de un depósito a otro|thalliy; talliy
echar o sacar fuera|qarquy; qharquy
echar piedras|chanqay; ch'anqay
echar pimpollos a la planta|muk'uy
echar polen a las flores|sisakuy; sisay
echar polen las flores|sisay
echar raíces|sapinchakuy; saphichay; saphiy
echar sal|kachichay
echar soga a un animal|waskharquy
echar un pedo|supiy; phutuniriy
echarle a uno el aliento a la cara|samaykuy
echarse|siriy; urmaykuy; kumpayukuy
echarse de barriga|thallay
echarse de menos|watukuy
echarse los animales sobre el vientre|t'uskuy
eclipse|inti wañuy; intiwañuy; wañuy; inti chinkay
eclipse de la luna|killa wañuy
eclipse de sol|inti wañuy; intiwañuy
eclipse del sol|inti wañuy; intiwañuy
eco|yachapa
economista|musiqillqaykamayuq; musikupa; killaku; atikaypa; mich'a; kitimusiymanta qillqaq
economizar|waqaychay; atikay; musiy; yaqaychay
economía|musiku; atika
economía política|kitimusiyachaqa
economía rural|yapuymisikayachaqa
ecosistemas forestales de poca influencia humana, donde las actividades indígenas principales son la cacería, extracción de recursos del bosque y prácticas rituales|sach'a; sacha
ecuánime|paqta
edad|wiña; mit'a; wata; wiñay; mita
edad infantil|wawa kay
edema|punkiy; punki
edición|libruchasqa
edificar|sayarichiy; hatarichiy; ruray; ruway; pirqay; wasichiy; wasichay
edificar materialmente|uqhariy; huqariy; uqariy
edificar una casa|wasichiy; wasichay
edificio depósito|qulqa; qullqa
edificio derruido|raqay
edificio grande (palacio)|kallanka
edificio que tiene tres paredes|wayrana
edificio suntuoso|qhapaq wasi
editar|sut'ichiy
educación|idukasyun; yachachiy; yachay
educación bilingüe|iskay simipi yachay
educador|yachachiq; yachachiqi; alliyachachiq
educando|yachaqaq
educando,a|alliyachakuq
educar|idukariy; idukay; wiñachiy; runachiy; alliyachachiy; uyway; yachakachiy; yachachiy
educar al ser humano|runachay
educarse|idukakuy
educativo,a|alliyachachikuq
efebo|maqta; maqt'a
efectivamente|riki
efecto|qatiq; arpay; akna
efectuar|aknachay; ch'antuy; ruwayman churay; ruray; ruway; ruk'ay
efectuar canjes|chhalay
eflorecencia|sisa
egocéntrico|ukhu runa
egoista|ch'ulla sunqu
egoísta|sapan wisa; mich'a; chiqniskiri
eje|t'urpi; tisri
ejecución|thuymiku; ruk'aku; yachakuchiku; akna
ejecutable|thuymikuq; yachakuchikuq; ruwakuyta atiq; ruk'akuq
ejecutar|aknachay; ruk'ay; yachakuchiy; thuymiy; ruray; ruway
ejecutar instrumentos musicales de cuerda o percusión|waqtay
ejecutor del que manda|llaqta kamayuq
ejemplar|wallpama
ejemplificación|wallpamanchay
ejemplo|kay rikch'asqa; qhawarichiy; ahina; wallpama
ejercer presión|mat'iy
ejercicio|ruwana
ejercitado y dominado|amañasqa
ejercitar|ruwapay; amañay
ejército|walla qhuyu; walla wisa qhuyu; iqirsitu; huk suyu awqaqkuna; awqaq suyu
ejército contrario|wak suyu
el|-qa; pay
el altiplano de los Andes en Bolivia y Perú meridional|Qullaw
el apu que guarda Hatun Q'eros (lit. "cerro dorado")|Qurimuqu
el año después|watapaq
el año entrante ya podrás participar en el takanakuy o pelea ritual|wata hamuqmanqa takanakunkiña
el año pasado|k'ayna wata; qayna wata
el beneficiario paga con un trabajo igual|mink'a
el borde o plano superior de la roca|qaqapata
el borracho que se loquea|qhayqa
el cerro más alto en Bolivia|Illampu
el cuarto emperador Inka|Mayta Qhapaq
el de acento dulce y suave|misk'i simi
el de lenguaje suave o manso|llullusimi
el de más edad|kuraq
el de palabra afable y dulce|misk'i rimaq
el de voz timbrada|ñañukunka
el dicho|nisqa; ñisqa
el doce de los emperadores Inkas (1525-1532)|Waskar
el dueño de la casa|wasiyuq
el décimo emperador Inka|Thupa Yupanki; Tupaq Yupanki; Tupaq Inka Yupanki; Thupa Inka
el día de hoy|kunan p'unchay
el día de mañana|q'ayantin; paqarin; q'aya
el día que sigue a pasado mañana|machuminchha
el día siguiente|q'ayantin
el es|kaq
el fierro y otros metales|q'illa; khillay; killay
el futuro|qhipa
el granizo|saqra para
el juego de las relaciones de la totalidad|yanantin, masintin, tawantin
el linaje espiritual|apukuna
el manto de la reina|llaqulla; yaqullqa; yaqulla
el mismo|kiki-
el mundo|pacha
el más grande|hatuchaq
el noveno emperador Inka atribuido de construir la mayor parte del imperio incáico, gobernó aproximadamente entre 1438 y 1471|Pachakutiq Inka Yupanki
el número 1|uq; huq; uk; huk
el número 10|chunka
el número 100|pachak
el número 1000|waranqa; warank'a
el número 2|iskay
el número 3|kimsa; kinsa
el número 4|tawa
el número 5|pichqa; phisqha; phishqa; phishka; pishqa; phisqa; pisqa
el número 6|suqta
el número 7|q'anchis; qanchis; k'anchis
el número 8|pusaq
el número 9|ishqun; isqun; hisq'un; isq'un; isk'un
el o la que hace trenzas o trencillas|sinp'aq
el o la que tiene llamas|llamayuq
el ocho emperador Inka|Wiraqucha Inka
el once de los emperadores Inkas|Wayna Qhapaq; Waynaqhapaq
el otro|uq; huq; uk; huk; hukaq; huqkay; huk kay
el pensar|yuyay
el perro se lleva la carne|alquqa aychata achun
el peso|llasa
el planeta Júpiter|pirwa
el planeta Marte|awqaquq
el planeta Mercurio|qhatuylla
el planeta Saturno|hawcha
el planeta Tierra|tiqrimuyu; tiqsimuyu; tiqsi muyu; tiksi muyu; allpa pacha
el primer emperador Inka (Manqu Qhapaq I), probablemente en el siglo trece|Manqu Qhapaq; Manku Qhapaq
el primer emperador Inka de Willkapampa (Manqu Qhapaq II, 1535-1344), entronizado por los españoles en Qosqo, resistió desde 1536|Manqu Qhapaq; Manku Qhapaq
el que a ocultas mete la mano en la olla o la comida|llawch'iku
el que acopia|pallaq
el que acostumbra sorber los mocos|ñusu
el que agita|qaywiq
el que ama|munaq
el que amontona|tawqaq
el que aprende|yachaqaq; yachaq; yachakuq; yachakaq
el que aprenden|yachachikuq
el que avisa|willaq
el que ayuda|yanapaqi; yanapaq
el que besa|much'aq
el que brilla y que es capaz de acumular poder y energía vital y de distribuirla adondequiera y a quienquiera la necesita (sentido antiguo)|inka
el que busca|mask'aq
el que canta|takiq
el que causa dolor|nanachiq
el que cava|allaq
el que coloca la carga en el animal cargador|chaqnaq
el que conduce|pusaq
el que conoce|riqsiq; yachaq
el que construye su casa|wasichakuq
el que crea|kamaq
el que cria animales domésticos|uywaq
el que cría|uywaq
el que cura|hampiri; hanpiri; hampiq; hanpiq
el que debe cumplir su turno de trabajo|mit'ayuq
el que deja o abandona|saqiq
el que despliega suma diligencia en el que hacer|k'uchik'uchi
el que devora ávidamente|suqsu
el que dice la verdad|sut'i rimaq
el que ejerce mando|kamachiq
el que empieza|qallariq
el que encabeza|umalliq
el que ensegñ|yachachiq; yachachiqi
el que enseña|yachachiq; yachachiqi
el que entona el canto|tusuchiq; takita huqariq
el que eructa|k'aqnaq
el que es|kaq
el que escribe|qillqakamayuq; qilqakamayuq; qillqaq; qilqaq
el que está por venir o atontecer|qhipa
el que exprime|ch'irwaq; ch'awaq
el que gobierna, instruye, orienta|pusaq
el que grita|qhapariq
el que guiña a alguien|ch'illmiq
el que ha recibido nombre|sutichasqa
el que habla|rimaq
el que habla impropiamente|mat'u simiyuq
el que habla lengua mezclada de otras ajenas|mink'a simita rimaq
el que habla mal de una persona ausente|wasarimaku
el que habla mal y a tientas|qhuru qallu
el que hace gritar|qhaparichiq
el que hace hacer|ruwachiq
el que hace olvidar|qunqachiq
el que hace retener|hark'achiq; hark'aq
el que hace segar|qallchachiq
el que hace volver más pequeños|huch'uychaq
el que lava|t'aqsaq
el que lleva la ropa grasienta|qhushqu kunka; qhusqulli
el que mata|wañuchiq
el que mide|tupuq
el que muere|wañuq
el que observa o vigila con astucia|qhawaq
el que olvida|qunqaq
el que ordena mirar|qhawachiq
el que padece|muchuq
el que pasta|mich'iq
el que patea|hayt'aq
el que pide|mañakitu; mañaq
el que pide auxilio a voces|qhaparqachaq
el que piensa|yuyaq
el que pisa la papa helada|ch'uñu saruq
el que posee conocimiento|yachayniyuq
el que presta ayuda|yanapaq
el que puede lograr algo|atiq
el que quema o hace fogata|kanaq
el que rasca|hasp'iq
el que rebana|llunk'uq
el que recibe|chaskiq
el que recorda|yuyaq
el que recuerda|yuyaq
el que retiene|hark'achiq; hark'aq
el que riega|qarpaq; qhallaq; qhalliq
el que riñe|rimaq
el que sabe|yachaq
